,Borough,Block,Lot,CD,CT2010,CB2010,SchoolDist,Council,ZipCode,FireComp,PolicePrct,HealthArea,SanitBoro,SanitDistrict,SanitSub,Address,ZoneDist1,ZoneDist2,ZoneDist3,ZoneDist4,Overlay1,Overlay2,SPDist1,SPDist2,LtdHeight,AllZoning1,AllZoning2,SplitZone,BldgClass,LandUse,Easements,OwnerType,OwnerName,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AreaSource,NumBldgs,NumFloors,UnitsRes,UnitsTotal,LotFront,LotDepth,BldgFront,BldgDepth,Ext,ProxCode,IrrLotCode,LotType,BsmtCode,AssessLand,AssessTot,ExemptLand,ExemptTot,YearBuilt,BuiltCode,YearAlter1,YearAlter2,HistDist,Landmark,BuiltFAR,ResidFAR,CommFAR,FacilFAR,BoroCode,BBL,CondoNo,Tract2010,XCoord,YCoord,ZoneMap,ZMCode,Sanborn,TaxMap,EDesigNum,APPBBL,APPDate,PLUTOMapID,Version
905,MN,150,6,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,66 READE STREET,C6-2A,,,,,,,,,C6-2A,,N,O5,5,0,,"HIEBER READE STREET,",3929,17000,17000,0,13600,3400,0,0,0,0,2,1,5,0,6,50.25,77.92,50,83,,3,Y,5,2,272250,923850,0,0,1915,E,1984,0,Tribeca South Historic District,,4.33,6.02,6,6.5,1,1001500006,0,33,982403,199858,12b,,101S018,10104,,0,,1,16v1
906,MN,150,10,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,74 READE STREET,C6-2A,,,,,,,,,C6-2A,,N,D4,3,0,,READE ST TENANTS CORP,3498,17056,0,17056,0,0,0,0,0,0,2,1,5.5,12,12,56.83,61.33,56.85,61.33,,3,Y,5,1,360000,1624050,7080,7080,1915,,1964,0,Tribeca South Historic District,,4.88,6.02,6,6.5,1,1001500010,0,33,982311,199905,12b,,101S018,10104,,0,,1,16v1
907,MN,150,12,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,78 READE STREET,C6-2A,,,,,,,,,C6-2A,,N,D5,3,0,P,AURORA ASSOCIATES LLC,4231,21000,4200,16800,0,4200,0,0,0,0,2,1,5,10,14,69,61,69,61,,2,N,3,2,232200,1684350,0,0,1930,,0,0,Tribeca South Historic District,,4.96,6.02,6,6.5,1,1001500012,0,33,982256,199938,12b,,101S018,10104,,0,,1,16v1
908,MN,150,15,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,122 DUANE STREET,C6-2A,,,,,,,,,C6-2A,,N,D5,3,0,,TRIBECA ASSOCIATES L,5833,29165,5800,23365,0,5800,0,0,0,0,2,1,5,16,26,50,117.33,50,117,,2,Y,3,2,585000,3789900,0,0,1920,,0,0,,,5,6.02,6,6.5,1,1001500015,0,33,982296,200024,12a,Y,101S018,10104,,0,,1,16v1
909,MN,150,17,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,118 DUANE STREET,C6-2A,,,,,,,,,C6-2A,,N,C7,4,0,,118 DUANE LLC,5833,27853,11666,16187,5833,5833,0,0,0,0,2,1,5,7,10,50,117.33,50,116,,3,N,5,2,450223,1222347,0,0,1915,,1986,0,,,4.78,6.02,6,6.5,1,1001500017,0,33,982341,199997,12a,Y,101S018,10104,,0,,1,16v1
910,MN,150,19,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,116 DUANE STREET,C6-2A,,,,,,,,,C6-2A,,N,D2,3,0,,"DLMC, INC.",2917,12785,2917,9868,0,2917,0,0,0,0,2,1,5,5,6,25,116.67,75,108,,2,N,5,5,439768,644614,0,0,1915,,0,0,,,4.38,6.02,6,6.5,1,1001500019,0,33,982373,199978,12b,Y,101S018,10104,,0,,1,16v1
911,MN,150,25,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,104 DUANE STREET,C6-2A,C6-4A,,,,,,,,C6-2A,C6-4A,Y,Y1,8,0,C,FIRE DEPARTMENT,8859,19381,19381,0,19381,0,0,0,0,0,2,2,3,0,2,75.75,116.67,76,80,,3,Y,5,5,751950,1055700,751950,1055700,1905,E,0,0,,ENGINE COMPANY NO. 7/HOOK & LADDER,2.19,6.02,6,6.5,1,1001500025,0,33,982523,199888,12b,,101S018,10104,,0,,1,16v1
912,MN,150,31,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,299 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,O6,5,0,P,299 BROADWAY LLC,14775,253033,253033,0,242033,11000,0,0,0,0,2,1,18,0,97,111.67,130.17,112,130,,0,Y,3,5,2488500,21960000,0,0,1910,E,1989,0,,,17.13,10,10,10,1,1001500031,0,33,982612,199835,12b,,101S018,10104,,0,,1,16v1
913,MN,150,38,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,291 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,O6,5,0,P,291 BROADWAY RLTY ASS,7650,128940,128940,0,122690,6250,0,0,0,0,2,1,19,0,43,66.5,124,67,122,,0,Y,3,5,1746000,9384300,0,0,1910,,1990,0,,,16.85,10,10,10,1,1001500038,0,33,982563,199754,12b,,101S018,10104,,0,,1,16v1
914,MN,150,7501,101,33,1009,2,1,10007,L001,1,7700,3,1,,70 READE STREET,C6-2A,,,,,,,,,C6-2A,,N,RM,4,0,,,8900,56968,30310,26658,12102,17196,0,1012,0,0,2,1,7,8,10,50,178,0,0,,0,N,0,5,1833751,5447701,0,0,1915,,1998,0,,,6.4,6.02,6,6.5,1,1001507501,954,33,982389,199931,12b,Y,101S018,10104,,1001500008,2/26/97,1,16v1
915,MN,150,7502,101,33,1009,2,1,10007,L001,1,7700,3,1,,58 READE STREET,C6-4A,C6-2A,,,,,,,,C6-4A,C6-2A,Y,RM,4,0,,,3068,17538,5260,12278,0,5260,0,0,0,0,2,1,5,4,5,50.02,61.33,50,61,,0,Y,0,5,71782,684443,0,0,1915,,0,0,,,5.72,10,10,10,1,1001507502,1292,33,982486,199800,12b,,115 018,10104,,1001500002,12/24/03,1,16v1
916,MN,150,7503,101,33,1009,2,1,10007,L001,1,7700,3,1,,106 DUANE STREET,C6-2A,,,,,,,,,C6-2A,,N,RM,4,0,,,2550,12044,5007,7037,0,3249,0,1758,0,0,2,1,5,4,5,25.58,99.67,25.58,99.67,,0,Y,5,5,144947,1136372,2360,2360,1915,,0,0,,,4.72,6.02,6,6.5,1,1001507503,1378,33,982483,199921,12b,,11S 018,10104,,1001500024,8/4/04,1,16v1
917,MN,150,7504,101,33,1009,2,1,10007,L001,1,7700,3,1,,108 DUANE STREET,C6-2A,,,,,,,,,C6-2A,,N,RM,4,0,,,4939,31320,8696,22624,2572,3228,0,2896,0,0,2,1,7,11,13,49.42,100,49,87,,3,N,0,5,415350,3565800,0,0,1915,,0,0,,,6.34,6.02,6,6.5,1,1001507504,2326,33,982452,199940,12b,Y,101S018,10104,,1001500022,7/6/12,1,16v1
918,MN,151,1,101,33,1010,2,1,10007,L001,1,7700,1,1,3A,101 DUANE STREET,C6-4,C6-4A,,,,,,,,C6-4,C6-4A,Y,D6,4,0,,TRIBECA EQUITY PARTNE,17946,434418,26540,407878,0,12140,14400,0,0,0,2,1,53,440,443,100,175,50,175,,0,Y,4,2,6885000,44122950,0,0,1988,,0,0,,,24.21,10,10,10,1,1001510001,0,33,982584,200041,12a,Y,101S033,10104,,1001510005,12/28/88,1,16v1
919,MN,151,10,101,33,1009,2,1,10007,L001,1,7700,1,1,3A,117 DUANE STREET,C6-4,,,,,,,,,C6-4,,N,O6,5,0,X,NEW YORK STATE INSURA,17500,314784,314784,0,309784,5000,0,0,0,0,2,1,15,0,2,100,175,100,175,,1,N,3,1,4635000,25096950,4635000,25096950,1954,,1981,0,,,17.99,10,10,10,1,1001510010,0,33,982424,200188,12a,,101S033,10104,,0,,1,16v1
920,MN,151,20,101,33,1010,2,1,10007,L001,1,7700,1,1,3A,22 THOMAS STREET,C6-4,,,,,,,,,C6-4,,N,O2,5,0,,D. E. A. BUILDING COR,5307,15840,15840,0,15840,0,0,0,0,0,2,1,2,0,2,55,96.5,55,96,,0,Y,5,2,315000,1260900,0,0,1941,,1997,2006,,,2.98,10,10,10,1,1001510020,0,33,982545,200162,12a,,101S033,10104,,0,,1,16v1
921,MN,151,22,101,33,1010,2,1,10007,L001,1,7700,1,1,3A,18 THOMAS STREET,C6-4,,,,,,,,,C6-4,,N,O7,5,0,X,"THE FLEA THEATER INC,",3586,7100,7100,0,7100,0,0,0,0,0,2,1,2,0,2,41,96.33,41,68,,3,Y,5,2,278550,663750,278550,663750,1949,,1983,0,,,1.98,10,10,10,1,1001510022,0,33,982589,200141,12a,,101S033,10104,,0,,1,16v1
922,MN,151,28,101,33,1010,2,1,10007,L001,1,7700,1,1,3A,317 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,K2,5,0,,FRANCHISE RLTY INTERS,2639,7692,7692,0,0,4992,0,2700,0,0,2,1,2,0,1,25.08,105.25,25,106,,3,N,3,2,580500,1318500,0,0,1982,E,0,0,,,2.91,10,10,10,1,1001510028,0,33,982775,200066,12a,,101S033,10104,,0,,1,16v1
923,MN,151,29,101,33,1010,2,1,10007,L001,1,7700,1,1,3A,315 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,O5,5,0,,"315 BROADWAY, LLC",4194,20746,18671,2075,14522,4149,0,0,0,0,2,1,5,1,7,39.58,104.83,39.58,104.83,,0,N,5,2,312750,1006650,0,0,1910,E,0,0,,,4.95,10,10,10,1,1001510029,0,33,982757,200039,12a,,101S033,10104,,0,,1,16v1
924,MN,151,31,101,33,1010,2,1,10007,L001,1,7700,1,1,3A,311 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,D7,4,0,P,311 BROADWAY LLC,3701,19930,6430,13500,0,6430,0,0,0,0,2,1,5,8,10,35.25,104.75,35,98,,3,Y,5,2,538889,1405628,0,0,1930,E,1957,1998,,311 BROADWAY BUILDING,5.39,10,10,10,1,1001510031,0,33,982736,200006,12a,Y,101S033,10104,,0,,1,16v1
925,MN,151,32,101,33,1010,2,1,10007,L001,1,7700,1,1,3A,305 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,O6,5,0,,READE BROADWAY ASSOC.,9300,132600,132600,0,122400,10200,0,0,0,0,2,1,14,0,31,75,125,75,120,,0,Y,3,5,1953000,9994050,0,0,1900,E,0,0,,MUTUAL RESERVE FUND LIFE ASSOCIATIO,14.26,10,10,10,1,1001510032,0,33,982697,199964,12b,Y,101S033,10104,,0,,1,16v1
926,MN,151,7501,101,33,1010,2,1,10007,L001,1,7700,3,1,,8 THOMAS STREET,C6-4A,,,,,,,,,C6-4A,,N,RM,4,0,,,1867,13124,1480,11644,0,0,0,1480,0,0,2,1,5,4,5,23.71,78.74,23,75,,0,N,5,5,148910,847738,0,93294,1915,,0,0,,NO. 8 THOMAS STREET BUILDING,7.03,10,10,10,1,1001517501,1666,33,982703,200077,12a,,101S033,10104,,1001510027,5/12/07,1,16v1
927,MN,152,13,101,33,1007,2,1,10007,L001,1,7700,1,1,3A,7 THOMAS STREET,C6-4,C6-4A,,,,,,,,C6-4,C6-4A,Y,U4,7,0,,AT&T INC.,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,367.08,180.42,0,0,,0,Y,5,5,0,0,0,0,0,,0,0,,,0,10,10,10,1,1001520013,0,33,982647,200308,12a,,101S033,10104,,0,,1,16v1
928,MN,152,25,101,33,1007,2,1,10007,L001,1,7700,1,1,3A,325 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,O5,5,0,,325 BROADWAY ASSOCIAT,10665,50000,50000,0,40000,10000,0,0,0,0,2,1,5,0,33,102.25,104,102,104,,2,Y,3,1,1219500,5522400,0,0,1915,,0,0,,325-333 BROADWAY BUILDING,4.69,10,10,10,1,1001520025,0,33,982872,200218,12a,,101S033,10104,,0,,1,16v1
929,MN,152,31,101,33,1007,2,1,10007,L001,1,7700,1,1,3A,319 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,D7,4,0,P,319 BWAY LLC,2629,13156,1735,11421,0,1735,0,0,0,0,2,1,5,8,9,24.92,105.67,25,106,,2,Y,3,2,517500,1228950,0,0,1910,,1980,2014,,319 BROADWAY BUILDING,5,10,10,10,1,1001520031,0,33,982809,200119,12a,,101S033,10104,,0,,1,16v1
930,MN,152,7501,101,33,1007,2,1,10007,L001,1,7700,3,1,,321 BROADWAY,C6-4A,,,,,,,,,C6-4A,,N,RC,5,0,P,321 BROADWAY LLC,5252,31720,31720,0,0,27351,0,0,0,4369,2,1,6,0,8,50.5,104,50.5,104,,0,N,5,5,1282500,2356648,0,0,1915,,1982,0,,,6.04,10,10,10,1,1001527501,67,33,982830,200152,12a,,101S033,10104,,0,,1,16v1
931,MN,153,1,101,31,1017,2,1,10007,E006,5,7700,1,1,3A,280 BROADWAY,C6-4,,,,,,,,,C6-4,,N,O3,5,0,C,DCAS,34413,239671,239671,0,168492,42079,26000,0,0,3100,2,1,7,0,5,151.25,207,151.7,225,,2,Y,3,0,3239550,33686100,3239550,33686100,1910,E,2001,2001,African Burial Ground & The Commons,SUN BUILDING FORMER EMIGRANT INDUST,6.96,10,10,10,1,1001530001,0,31,982683,199491,12b,,101S020,10105,,1001530001,9/1/15,1,16v1
932,MN,153,18,101,31,1017,2,1,10007,E006,5,7700,1,1,,49 CHAMBERS STREET,C6-4,,,,,,,,,C6-4,,N,O3,5,0,P,49-51 CHAMBERS LLC,18919,231379,231379,0,231379,0,0,0,0,0,2,1,15,0,1,125,151.35,125,151,,0,Y,5,5,1782000,29371050,0,0,1910,,1960,2001,African Burial Ground & The Commons,,12.23,10,10,10,1,1001530018,0,31,982826,199406,12b,,101S020,10105,,1001530001,9/20/13,1,16v1
933,MN,153,22,101,31,1017,2,1,10007,E006,5,7700,1,1,,37 CHAMBERS STREET,C6-4,,,,,,,,,C6-4,,N,G7,10,0,C,NYC DCAS,11325,0,0,0,0,0,0,0,0,0,7,0,0,0,0,151,75,0,0,,0,Y,3,5,1279350,1279350,1279350,1279350,0,,0,0,African Burial Ground & The Commons,,0,10,10,10,1,1001530022,0,31,982918,199352,12b,,101S020,10105,,1001530001,9/20/13,1,16v1
934,MN,153,24,101,31,1020,2,1,10007,E006,5,7700,1,1,3B,23 CHAMBERS STREET,C6-4,,,,,,,,,C6-4,,N,O3,5,0,C,DCAS,29511,229824,229824,0,229824,0,0,0,0,0,2,1,8.5,0,46,189.58,152.17,185,150,,1,Y,1,2,4284000,30741300,4284000,30741300,1910,E,0,0,African Burial Ground & The Commons,SURROGATE'S COURT (HALL OF RECORDS),7.79,10,10,10,1,1001530024,0,31,983074,199258,12b,,1000000,10105,,0,,1,16v1
935,MN,153,1001,101,31,1017,2,1,10007,E006,5,7700,1,1,3A,280 BROADWAY,C6-4,,,,,,TMU,,,C6-4/TMU,,N,K4,4,0,C,DCAS,34413,95139,0,0,0,0,0,0,0,0,2,1,7,0,6,151.6,228.4,151.7,225,,0,N,3,5,0,0,0,0,1910,E,2001,0,,,2.76,10,10,10,1,1001531001,0,31,,,12b,,,,,1001530001,9/1/15,2,16v1
936,MN,154,1,101,31,1016,2,1,10007,L001,5,7700,1,1,3A,290 BROADWAY,C6-4,,,,,,,,,C6-4,,N,O4,5,0,O,GENERAL SERVICE ADMIN,43569,1000000,1000000,0,1000000,0,0,0,0,0,2,1,32,0,1,178.5,400.5,175,248,,1,Y,3,2,5310000,89965800,5310000,89965800,1992,,0,0,African Burial Ground & The Commons,,22.95,10,10,10,1,1001540001,0,31,982776,199697,12b,,101S020,10105,,1001540001,12/4/92,1,16v1
937,MN,154,23,101,31,1016,2,1,10007,L001,5,7700,1,1,3B,14 READE STREET,C6-4,,,,,,,,,C6-4,,N,O3,5,0,M,DCAS,19417,71732,71732,0,9716,0,0,0,0,0,2,1,7,0,0,251.17,78.17,18.25,76.33,,0,Y,5,0,1336500,4954950,1336500,4954950,1915,,1961,0,African Burial Ground & The Commons,,3.69,10,10,10,1,1001540023,0,31,982924,199549,12b,,101S020,10105,,0,,1,16v1
938,MN,155,1,101,31,1015,2,1,10007,L001,5,7700,1,1,3B,2 LAFAYETTE STREET,C6-4,,,,,,,,,C6-4,,N,O4,5,0,C,DCAS,16700,354169,354169,0,341769,12400,0,0,0,0,2,1,21,0,1,186.25,54.42,186,54,,0,Y,3,2,3240000,28624950,3240000,28624950,1927,,0,0,African Burial Ground & The Commons,,21.21,10,10,10,1,1001550001,0,31,983206,199415,12b,,101S020,10105,,0,,1,16v1
939,MN,155,3,101,31,1015,2,1,10007,L001,5,7700,1,1,3B,52 DUANE STREET,C6-4,,,,,,,,,C6-4,,N,O6,5,0,P,52 DUANE ASSOCIATES,9721,103158,103158,0,94058,9100,0,0,0,0,2,1,10,0,3,102,109.58,102,109,,0,Y,3,5,774000,10816650,0,0,1935,E,0,0,African Burial Ground & The Commons,,10.61,10,10,10,1,1001550003,0,31,983141,199494,12b,,101S020,10105,,0,,1,16v1
940,MN,155,31,101,31,,2,1,10007,L001,5,7700,1,1,3B,        LAFAYETTE STREET,PARK,,,,,,,,,PARK,,N,Q1,9,0,C,PARKS AND RECREATION,2650,0,0,0,0,0,0,0,0,0,7,0,0,0,0,90.42,46.42,0,0,,0,Y,1,5,292050,292050,292050,292050,0,,0,0,African Burial Ground & The Commons,,0,0,0,0,1,1001550031,0,31,,,12b,,101S034,10105,,0,,1,16v1
941,MN,156,1,101,31,1014,2,1,10007,L001,5,7700,1,1,3B,38 LAFAYETTE STREET,C6-4,,,,,,,,,C6-4,,N,O4,5,0,X,US GENERAL SERVICES A,136994,1653794,1653794,0,1498274,0,0,0,0,0,2,1,45,0,45,396.75,243.75,303.08,83,,0,Y,3,0,23940000,185206500,23940000,185206500,1968,,0,0,,,12.07,10,10,10,1,1001560001,0,31,983192,199820,12b,Y,101S034,10105,,0,,1,16v1
942,MN,156,50,101,31,1014,2,1,10007,L001,5,7700,1,1,3A,306 BROADWAY,C6-4,,,,,,,,,C6-4,,N,O4,5,0,P,US GENERAL SERVICES A,71586,905500,905500,0,905500,0,0,0,0,0,2,1,41,0,41,396.42,180.58,243,72.92,,0,N,5,5,12465000,81367650,12465000,81367650,1977,,0,0,,,12.65,10,10,10,1,1001560050,0,31,982978,199976,12b,Y,101S034,10105,,0,,1,16v1
943,MN,158,1,101,29,4008,2,1,10007,E006,5,7700,1,1,3B,27 DUANE STREET,C6-4,,,,,,,,,C6-4,,N,M1,8,0,P,ST ANDREWS R C CHURCH,18050,70590,70590,0,0,0,0,0,0,70590,2,1,2,94,95,119.33,116,70,120,,1,Y,5,2,2812500,12810600,2812500,12810600,1937,,1987,0,,,3.91,10,10,10,1,1001580001,0,29,983503,199150,12b,,101S022,10105,,0,,1,16v1
944,MN,158,9,101,29,4008,2,1,10007,E006,5,7700,1,1,3B,20 CARDINAL HAYES PLACE,C6-4,,,,,,,,,C6-4,,N,M3,8,0,P,ST ANDREWS R C CHURCH,4250,13500,13500,0,0,0,0,0,0,13500,2,1,4,0,1,56.42,102.08,46,92,,2,Y,5,2,558000,1554750,558000,1554750,1937,,0,0,,,3.18,10,10,10,1,1001580009,0,29,983583,199171,12b,,101S022,10105,,0,,1,16v1
945,MN,158,17,101,29,,2,1,10007,E006,5,7700,1,1,3B,        CENTRE STREET,PARK,,,,,,,,,PARK,,N,Q1,9,1,C,PARKS AND RECREATION,3857,0,0,0,0,0,0,0,0,0,7,0,0,0,0,82.67,49.5,0,0,,0,Y,1,5,499950,499950,499950,499950,0,,0,0,African Burial Ground & The Commons,,0,0,0,0,1,1001580017,0,29,,,12b,,101S022,10105,,0,,1,16v1
946,MN,158,61,101,29,4008,2,1,10007,E006,5,7700,1,1,3B,39 PEARL STREET,C6-4,,,,,,,,,C6-4,,N,Z1,8,0,X,US GENERAL SERVICES A,74180,635000,635000,0,635000,0,0,0,0,0,2,1,31,0,31,205.58,381.25,205,381,,0,Y,3,2,14130000,55677150,14130000,55677150,1933,,0,0,,UNITED STATES COURTHOUSE,8.56,10,10,10,1,1001580061,0,29,983609,199281,12b,,101S025,10105,,0,,1,16v1
947,MN,159,40,101,29,4007,2,1,10007,E006,5,7700,1,1,3B,128 PARK ROW,C6-1,,,,,,,,,C6-1,,N,Y3,8,0,O,US GENERAL SERVICES A,25930,217366,217366,0,0,0,0,0,0,217366,2,1,13,0,1,240.67,108.25,212,104,,1,Y,3,2,4667400,20455200,4667400,20455200,1974,,0,0,,,8.38,3.44,6,6.5,1,1001590040,0,29,983834,199116,12b,Y,101S025,10105,,0,,1,16v1
948,MN,159,51,101,29,4007,2,1,10007,E006,5,7700,1,1,3B,122 PARK ROW,C6-1,,,,,,,,,C6-1,,N,U7,7,0,C,UNITED STATES OF AMER,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,49.5,108.25,0,0,,0,Y,5,5,0,0,0,0,0,,0,0,,,0,3.44,6,6.5,1,1001590051,0,29,983698,199073,12b,,101S025,10105,,0,,1,16v1
949,MN,159,60,101,29,4007,2,1,10007,E006,5,7700,1,1,3B,100 PARK ROW,C6-1,,,,,,,,,C6-1,,N,O3,5,0,O,USA GENERAL SERVICES,18509,128235,128235,0,128235,0,0,0,0,0,2,1,11,0,1,198.08,107,118,105,,3,Y,3,1,2146500,10207350,2146500,10207350,1974,,0,0,,,6.93,3.44,6,6.5,1,1001590060,0,29,983590,199035,12b,,101S025,10105,,0,,1,16v1
950,MN,160,1,101,29,4003,2,1,10007,E006,5,7700,1,1,1A,464 PEARL STREET,C6-1,,,,,,,,,C6-1,,N,Z1,8,0,O,CITY OF NEW YORK,19638,486065,486065,0,0,0,0,0,0,486065,2,1,27,0,1,41.75,300,150,250,,1,Y,3,2,3907350,72518400,3907350,72518400,1992,,0,0,,,24.75,3.44,6,6.5,1,1001600001,0,29,984003,199365,12d,Y,101S026,10105,,0,,1,16v1
951,MN,160,21,101,29,4004,2,1,10007,E006,5,7700,1,1,3B,474 PEARL STREET,C6-4,C6-1,,,,,,,,C6-4,C6-1,Y,Z1,8,0,M,NEW YORK CITY (GENERA,130150,551025,551025,0,551025,0,0,0,0,0,2,2,7,0,1,395.08,279.92,395,279,,0,Y,3,2,24281550,59763150,24281550,59763150,1921,,0,0,,NEW YORK COUNTY COURTHOUSE (NEW YOR,4.23,10,10,10,1,1001600021,0,29,983815,199517,12b,Y,101S026,10105,,0,,1,16v1
952,MN,161,1,103,29,4002,2,1,10007,E006,5,7700,1,3,1A,196 PARK ROW,C6-1,,,,,,TA,,,C6-1/TA,,N,D4,3,0,P,CHATHAM TOWERS INC,68732,306862,0,306862,0,0,0,0,0,0,2,3,25,250,253,447.92,306.67,62.42,89,G,0,Y,3,2,6165000,28629900,1671981,1671981,1965,,0,0,,,4.46,3.44,6,6.5,1,1001610001,0,29,984284,199279,12d,,101S026,10105,,0,,1,16v1
953,MN,161,3,103,29,,2,1,10007,E006,5,7700,1,3,1A,        PARK ROW,C6-1,,,,,,,,,C6-1,,N,Z1,8,0,O,THE CITY OF NEW YORK,7811,486065,486065,0,0,0,0,0,0,486065,2,1,27,0,1,32.17,359,150,250,,1,Y,5,2,1554300,69795000,1554300,69795000,1992,,0,0,,,62.23,3.44,6,6.5,1,1001610003,0,29,,,12d,,101S026,10105,,0,,1,16v1
954,MN,162,1,103,29,3003,2,1,10038,E009,5,7700,1,3,1A,1 CHATHAM SQUARE,C6-1G,,,,,,TA,,,C6-1G/TA,,N,O6,5,0,,WING MING PROPERTIESU,4980,51837,51837,0,46880,390,0,0,0,4567,2,1,12,0,62,69.42,103.67,69,80,,3,Y,3,2,990000,6066900,0,0,1977,,0,0,,,10.41,3.44,6,6.5,1,1001620001,0,29,984663,199344,12d,,101S032,10105,,0,,1,16v1
955,MN,162,6,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,10 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,K4,4,0,,JOLANIA PROP INC,726,2911,2097,814,814,1283,0,0,0,0,2,1,3,1,4,21.75,36.58,22,37,,3,Y,5,2,75150,235350,0,0,1910,E,1980,0,,,4.01,3.44,6,6.5,1,1001620006,0,29,984643,199427,12d,,101S032,10105,,0,,1,16v1
956,MN,162,7,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,12 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,K4,4,0,,JOLANIA PROPERTIE INC,350,1173,1173,0,720,453,0,0,0,0,2,1,3,0,3,12.5,30.33,12,30,,0,Y,5,5,71550,257400,0,0,1910,E,0,0,,,3.35,3.44,6,6.5,1,1001620007,0,29,984638,199446,12d,,101S032,10105,,0,,1,16v1
957,MN,162,8,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,14 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,C7,4,0,P,"LEE, STERLING KINGNIN",2140,7604,1500,6104,0,1500,0,0,0,0,2,1,4,8,9,22,110.33,22,110,,0,Y,5,2,144000,757350,0,0,1900,E,0,0,,,3.55,3.44,6,6.5,1,1001620008,0,29,984671,199477,12d,,101S032,10105,,0,,1,16v1
958,MN,162,9,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,16 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,O5,5,0,P,CHINESE BDN&CHOS ASN,2360,8719,8719,0,5625,3094,0,0,0,0,2,1,4,0,5,23.58,107.92,24,88,,3,Y,5,2,118350,378450,0,0,1915,E,0,0,,,3.69,3.44,6,6.5,1,1001620009,0,29,984668,199498,12d,,101S032,10105,,0,,1,16v1
959,MN,162,10,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,18 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,S9,4,0,P,"P & L YU, LLC",2375,10525,4370,6155,2185,2185,0,0,0,0,2,1,5,6,9,23.33,104.08,23,95,,3,Y,5,2,155204,543400,0,0,1920,,1987,0,,,4.43,3.44,6,6.5,1,1001620010,0,29,984665,199520,12d,,101S032,10105,,0,,1,16v1
960,MN,162,11,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,20 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,O6,5,0,P,LUCKY MOTT STREET INC,2370,14298,14298,0,11698,2600,0,0,0,0,2,1,8,0,2,26.08,104.42,26,103,,3,Y,5,2,637650,1764036,0,0,1910,E,2007,2007,,,6.03,3.44,6,6.5,1,1001620011,0,29,984659,199542,12d,,101S032,10105,,0,,1,16v1
961,MN,162,12,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,22 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,S5,4,0,,CHINESE MASONIC ASSOC,2200,8544,3744,4800,0,3744,0,0,0,0,2,1,5,6,7,25.5,99.33,26,98,,3,Y,5,1,275868,658222,0,0,1915,E,2009,0,,,3.88,3.44,6,6.5,1,1001620012,0,29,984656,199566,12d,,101S032,10105,,0,,1,16v1
962,MN,162,13,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,24 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,C7,4,0,,LUEN HOP REALTY INC,2346,11148,1800,9348,0,1800,0,0,0,0,2,1,6,20,22,24,99.33,24,85,,3,Y,5,2,159750,567000,0,0,1915,,0,0,,,4.75,3.44,6,6.5,1,1001620013,0,29,984655,199590,12d,,101S032,10105,,0,,1,16v1
963,MN,162,14,103,29,3003,2,1,10013,E009,5,7700,1,3,1A,26 MOTT STREET,C6-1,,,,,,,,,C6-1,,N,C7,4,0,,26 MOTT ST CORP,2321,10058,1150,8908,0,1150,0,0,0,0,2,1,6,20,21,24,96.25,24,96,,3,N,5,2,179100,501750,0,0,1910,E,1961,0,,,4.33,3.44,6,6.5,1,1001620014,0,29,984651,199614,12d,,101S032,10105,,0,,1,16v1
