,BBL,XCoord,YCoord,norm_site_eui,norm_source_eui,energy_star,LotArea,BldgArea,NumBldgs,NumFloors,YearBuilt,BuiltFAR,total_ghg
2330,3050000200,1000320.0,171805.0,139.0,189.0,5.0,47500,111780,3,6.0,1950,2.35,974.6
2331,1004737501,,,116.7,185.9,3.0,7445,62624,1,11.0,1904,8.41,607.2
2332,1005587502,987139.0,206259.0,95.0,179.9,,13830,88911,1,8.0,1905,6.43,783.3
2333,1005660001,985450.0,206093.0,118.5,135.3,33.0,37566,392071,1,20.0,1955,10.44,2211.4
2334,1005550001,986716.0,205669.0,77.6,121.1,,54617,651391,1,21.0,1960,11.93,3175.0
2335,1012880011,991194.0,215970.0,105.5,249.9,16.0,17141,230654,2,19.0,1926,13.46,1947.9
2336,1013280021,993449.0,215383.0,111.4,173.0,,22594,406179,1,29.0,1977,17.98,2332.7
2337,1005640054,986944.0,206364.0,68.3,114.6,92.0,9399,135315,1,20.0,1963,14.4,524.2
2338,4011110001,1010304.0,215556.0,102.7,149.1,59.0,511000,743160,11,6.0,1935,1.45,3904.5
2339,1015300019,997236.0,222353.0,73.9,128.2,52.0,7793,69001,1,20.0,1986,8.85,408.0
2340,1006957506,982479.0,212248.0,125.0,252.1,,7407,42413,1,19.0,2007,5.73,491.0
2341,4005777501,1005170.0,218637.0,28.9,60.1,,30900,94725,1,6.0,1963,3.07,194.7
2342,4015470001,1017922.0,208413.0,,,49.0,27700,87780,1,6.0,1953,3.17,548.2
2343,4033340250,1030220.0,199136.0,,,42.0,15000,58864,1,6.0,1932,3.92,333.2
2344,4031540001,1023741.0,202764.0,78.2,113.2,76.0,33457,115200,1,6.0,1962,3.44,552.8
2345,4008720068,1005698.0,220698.0,,,20.0,20033,66100,2,6.0,1965,3.3,698.2
2346,4018557501,1019416.0,208126.0,,,28.0,20344,60718,1,6.0,1964,2.98,562.1
2347,4031660107,1024514.0,202638.0,,,60.0,28400,93564,1,6.0,1959,3.29,552.8
2348,1014560026,995656.0,216344.0,136.1,188.7,,11547,166078,1,19.0,1960,14.38,1117.0
2349,4051377502,1032319.0,214147.0,,,30.0,28118,78714,1,6.0,1961,2.8,771.6
2350,4028640017,1017489.0,207262.0,,,,15624,53910,1,6.0,1959,3.45,318.1
2351,4015510026,1019012.0,211710.0,,,,30000,123228,1,6.0,1939,4.11,
2352,4014700012,1016513.0,212270.0,,,,14000,59678,2,6.0,1928,4.26,
2353,1009150038,990843.0,210899.0,82.3,121.1,56.0,12343,91745,1,12.0,1955,7.43,491.4
2354,4006070018,1004128.0,215954.0,,,32.0,15000,62790,1,6.0,1931,4.19,437.0
2355,4066900016,1035743.0,201681.0,,,,61600,185406,1,6.0,1955,3.01,1338.5
2356,4098270008,1042431.0,198255.0,,,14.0,17500,63460,1,6.0,1959,3.63,562.2
2357,1018940011,993372.0,232420.0,111.5,168.5,,15910,164315,1,13.0,1920,10.33,1414.9
2358,4015260001,1016252.0,210133.0,,,76.0,16600,73995,1,6.0,1930,4.46,337.5
2359,1012627501,989421.0,215282.0,,,71.0,11652,139397,3,16.0,1926,11.96,1112.2
2360,1016220043,999805.0,230812.0,50.7,86.4,97.0,17055,63882,1,6.0,2001,3.75,211.7
2361,3050650075,997166.0,177656.0,103.2,145.3,,18466,62841,1,6.0,1928,3.4,400.1
2362,1016220020,999694.0,230755.0,96.6,160.2,26.0,21193,96446,2,6.0,2000,4.55,591.3
2363,4018800007,1021584.0,209854.0,,,,60856,61823,3,2.0,1959,1.02,735.3
2364,2028500023,1008775.0,248215.0,81.2,134.8,47.0,14500,88227,1,11.0,2007,6.08,501.2
2365,1006340047,982016.0,207317.0,76.0,127.7,34.0,7100,53500,1,6.0,1965,7.54,263.2
2366,3002457501,984199.0,191941.0,24.6,63.4,,128822,773181,1,12.0,1928,6.0,1762.7
2367,2057900001,1008051.0,261598.0,,,,20575,60919,1,5.0,1965,2.96,
2368,1008370015,988140.0,212572.0,157.4,284.7,25.0,8465,81706,1,12.0,1902,9.65,1026.1
2369,4020790001,1022059.0,205705.0,97.9,306.4,31.0,74290,357760,1,11.0,1975,4.82,2213.8
2370,4026100336,1008030.0,201551.0,300.0,471.0,,180000,247461,2,3.0,1925,1.37,4734.4
2371,1000230019,981147.0,196867.0,176.6,355.4,21.0,31350,240279,2,23.0,1904,7.66,4873.7
2372,3074460001,1001056.0,154483.0,114.4,252.1,38.0,133000,81018,1,1.0,1960,0.61,639.5
2373,1012810021,990572.0,214288.0,94.7,159.1,75.0,43313,598248,1,19.0,1924,13.81,4215.2
2374,1007850015,986536.0,213462.0,42.6,111.2,97.0,6768,95568,1,16.0,1926,14.12,308.4
2375,4014460001,1017018.0,213925.0,,,,23000,104478,1,6.0,1927,4.54,105.3
2376,1000690018,982328.0,197005.0,85.9,145.0,31.0,24128,627330,2,51.0,2003,26.0,3517.3
2377,2024530055,1007835.0,243742.0,97.3,136.0,46.0,13531,65130,1,6.0,1925,4.81,379.8
2378,1010330006,986520.0,215579.0,,,23.0,8030,107679,1,20.0,1929,13.41,1197.0
2379,1006887501,982118.0,210356.0,112.2,311.8,,59100,708000,1,10.5,1917,11.98,3781.2
2380,2031430260,1012941.0,251786.0,80.3,109.0,96.0,18330,71193,1,6.0,1928,3.88,402.9
2381,2028310048,1008177.0,244697.0,13.4,42.2,100.0,11500,53600,1,6.0,1923,4.66,76.4
2382,1005790030,982511.0,203556.0,57.9,130.2,,25460,281387,1,11.0,1924,11.05,1114.9
2383,4052947501,1040105.0,217010.0,9.7,26.2,100.0,21600,67272,1,6.0,1937,3.11,66.8
2384,4001607501,1006747.0,210350.0,14.1,34.4,100.0,20000,69337,1,6.0,1930,3.47,85.6
2385,1006310030,982307.0,206618.0,109.7,167.2,6.0,6710,51200,1,8.0,1979,7.63,352.4
2386,4031560114,1023967.0,203516.0,7600.0,23783.7,1.0,22795,75216,1,6.0,1948,3.3,51579.4
2387,4049990033,1035294.0,218647.0,40.3,65.2,99.0,14224,59300,1,6.0,1962,4.17,136.3
2388,2050440030,1024528.0,265957.0,84.1,111.6,93.0,13968,59577,1,6.0,1931,4.27,460.2
2389,2028050041,1009843.0,248715.0,111.3,140.9,76.0,12500,59500,1,6.0,1941,4.76,580.3
2390,4020920001,1023483.0,204980.0,42.5,129.5,93.0,34898,307297,2,13.0,1964,8.81,1047.9
2391,1015600031,997982.0,220853.0,73.8,108.2,60.0,10217,56064,1,7.0,1961,5.49,255.4
2392,1009160001,990576.0,211214.0,11.4,30.4,100.0,9383,76024,1,10.0,1928,8.1,87.2
2393,1001137501,983924.0,198279.0,68.2,189.3,,58193,822318,1,32.0,1912,14.13,6111.0
2394,3086910011,995144.0,149139.0,,,88.0,15311,82620,1,6.0,1929,5.4,319.3
2395,3026120125,1000859.0,204780.0,,,,78740,58152,1,2.0,1971,0.74,
2396,1013020033,991927.0,214133.0,90.4,154.3,,29120,297703,1,16.0,1929,10.22,1996.4
2397,1012900037,991940.0,216273.0,65.3,177.8,76.0,11715,236665,1,21.0,1958,20.2,1245.4
2398,3052340001,994063.0,170475.0,93.0,124.0,38.0,17227,95040,1,6.0,1931,5.52,518.2
2399,3059280006,975940.0,169715.0,76.9,110.1,61.0,12000,50400,1,6.0,1924,4.2,264.6
2400,4015540051,1018346.0,211159.0,98.0,138.7,24.0,14500,55526,1,6.0,1962,3.83,353.7
2401,3002650006,986468.0,191414.0,75.9,104.6,65.0,15015,63224,1,6.0,1917,4.21,288.6
2402,1000690006,982378.0,196886.0,46.0,121.9,49.0,16642,222000,1,28.0,2007,13.34,845.4
2403,1009340020,990715.0,209081.0,74.3,159.6,10.0,15280,110139,1,16.0,1900,7.21,479.2
2404,4019180114,1022079.0,207094.0,68.2,212.1,70.0,69324,263927,1,6.0,1966,3.81,1461.4
2405,4020910001,1023205.0,205127.0,,,76.0,19182,151960,1,13.0,1961,7.92,801.3
2406,1009990054,988732.0,215664.0,137.8,217.9,1.0,7112,66182,1,13.0,1979,9.31,569.4
2407,1006920023,982512.0,211197.0,44.4,113.9,,9200,83240,1,7.0,1910,9.05,263.8
2408,1006920019,982426.0,211245.0,56.1,176.2,6.0,9200,94622,1,9.0,1913,10.29,456.5
2409,1008440003,986426.0,207949.0,,,64.0,6100,57820,1,11.0,1904,9.48,435.3
2410,1006920015,982338.0,211294.0,40.9,83.7,,9200,111329,1,11.0,1930,12.1,340.4
2411,1008210055,986332.0,208884.0,,,78.0,9200,93722,1,11.0,1906,10.19,696.1
2412,1008220015,986274.0,209114.0,,,86.0,9200,100800,1,12.0,1908,10.96,581.8
2413,1008000065,985946.0,210623.0,,,94.0,5497,66528,1,12.0,1911,12.1,306.4
2414,1008030067,986240.0,211342.0,,,86.0,7513,123557,1,18.0,1927,16.45,919.9
2415,1008010055,986291.0,210725.0,,,69.0,6701,75888,1,12.0,1913,11.32,589.3
2416,1012870058,991093.0,215846.0,83.2,205.9,63.0,7531,90816,1,16.0,1927,12.06,680.6
2417,1008320049,987932.0,211289.0,33.8,81.7,97.0,9515,90633,2,13.0,1906,9.53,223.8
2418,1004260012,986233.0,202447.0,308.9,734.6,,7850,56344,1,8.0,2006,7.18,1335.6
2419,4013120043,1014141.0,210295.0,90.8,133.4,56.0,21000,76278,1,6.0,1965,3.63,425.6
2420,1006097503,984541.0,208124.0,,,13.0,12906,83169,1,7.0,1930,6.44,526.7
2421,1004830013,984637.0,202480.0,76.4,142.1,50.0,14015,76550,1,6.0,1900,5.46,412.7
2422,1007910001,984624.0,208623.0,60.3,96.1,68.0,18085,126134,1,7.0,1938,6.97,549.3
2423,1012600056,989423.0,214685.0,110.6,235.8,38.0,6025,58935,1,13.0,1903,9.78,1561.4
2424,2028879100,,,43.2,85.2,96.0,18400,100434,1,9.0,2006,5.46,471.1
2425,1016220037,999943.0,230736.0,50.7,97.1,92.0,14129,70300,1,6.0,2004,4.98,271.8
2426,1013100001,992274.0,216323.0,102.9,221.8,75.0,27950,584750,1,31.0,1957,20.92,4343.0
2427,1000290036,981469.0,196050.0,84.4,219.2,66.0,8409,105000,1,14.0,1907,12.49,791.8
2428,2031420090,1011805.0,248821.0,62.6,111.8,79.0,17800,83806,1,8.0,2002,4.71,383.4
2429,2030810008,1014748.0,248769.0,81.0,130.2,68.0,17172,59645,1,6.0,1995,3.47,319.3
2430,2052280041,1029937.0,259423.0,49.0,90.2,97.0,35997,69443,3,4.0,1999,1.93,527.4
2431,1005847501,982502.0,205698.0,102.5,167.9,,25000,106765,3,6.0,1925,4.27,1066.4
2432,4020860050,1023083.0,206093.0,,,,360840,1076000,7,14.0,1955,2.98,6593.1
2433,4114290034,1025471.0,182208.0,205.3,432.6,,138000,56315,1,2.0,1961,0.41,1360.5
2434,1006247503,982956.0,207897.0,80.9,122.8,54.0,10462,123604,1,17.0,1910,11.81,1018.3
2435,1013107502,992720.0,216136.0,96.0,155.2,,14560,144569,1,16.0,1956,9.93,1241.4
2436,3010070029,985820.0,184319.0,35.9,68.3,,85960,166950,1,4.0,1925,1.94,413.0
2437,1006160011,983351.0,208353.0,,,,11245,127072,1,17.0,1960,11.3,839.2
2438,2023817501,1008634.0,238956.0,57.4,99.2,67.0,21360,127825,1,8.0,2008,5.98,556.6
2439,3020137501,994213.0,187538.0,100.3,139.5,35.0,20711,42089,1,3.5,1915,2.03,304.5
2440,3020060001,992156.0,188132.0,,,77.0,18540,93171,1,7.0,1999,5.03,419.8
2441,1006160001,983260.0,208253.0,84.5,129.8,,7012,91500,1,17.0,1962,13.05,667.6
2442,1003907502,990078.0,203298.0,99.7,193.6,7.0,17843,73359,2,7.0,2001,4.11,492.5
2443,1003430043,988843.0,200845.0,82.1,106.4,80.0,17400,121800,1,7.0,1991,7.0,388.8
2444,1015060069,996409.0,225973.0,58.4,95.8,67.0,10361,122701,1,14.0,1925,11.84,525.6
2445,3002710047,986962.0,190766.0,83.8,122.4,38.0,8377,100000,1,13.0,1928,11.94,642.4
2446,1004837502,984586.0,202436.0,80.6,219.6,,8400,55460,1,6.0,1900,6.6,364.5
2447,1012940037,992462.0,217221.0,123.1,371.5,1.0,12500,103178,1,11.0,1959,8.25,2143.1
2448,4096660001,1034323.0,199209.0,128.8,182.0,30.0,65740,315136,1,6.0,1958,4.79,1574.6
2449,4015200005,1014662.0,209641.0,98.9,138.2,42.0,24125,72369,1,6.0,1962,3.0,447.3
2450,1013710014,994947.0,214557.0,58.1,99.0,75.0,30463,510547,1,20.0,1958,16.76,2133.7
2451,1014960001,995067.0,223535.0,90.0,159.0,,7771,86666,1,13.0,1925,11.15,730.4
2452,4022397501,1029200.0,201359.0,112.8,152.4,,13327,83141,1,14.0,1966,6.24,1557.4
2453,1008660076,988977.0,212515.0,108.0,266.5,48.0,17048,156751,1,8.5,1905,9.19,1418.0
2454,4000167501,995895.0,209964.0,45.1,74.7,94.0,28724,227257,1,11.0,1909,7.91,687.2
2455,1014940001,994838.0,223079.0,66.2,108.2,,16320,196727,1,14.0,1925,12.05,1195.8
2456,1013990013,993659.0,218229.0,77.4,117.0,,10041,83036,1,12.0,1927,8.27,587.9
2457,1012170014,991566.0,226135.0,64.0,96.0,81.0,9100,97476,1,15.0,1925,10.71,531.6
2458,1012450003,989544.0,226014.0,72.4,100.0,75.0,10900,168982,1,20.0,1940,15.5,1008.1
2459,2028100037,1010879.0,248881.0,,,86.0,20000,96075,1,9.0,1994,4.8,430.0
2460,1012940033,992358.0,217162.0,70.2,113.9,66.0,25104,375239,1,19.0,1929,14.95,2091.8
2461,1015107501,996314.0,222005.0,94.1,146.0,37.0,7607,137006,1,31.0,1985,18.01,819.3
2462,1008780015,,,,,,22202,0,0,0.0,0,0.0,
2463,1015000020,996052.0,224259.0,71.1,108.1,,13965,165364,1,16.0,1930,11.84,997.0
2464,2054090100,1034996.0,244410.0,,,,228500,158840,1,4.0,1940,0.7,
2465,1007790063,985842.0,212153.0,66.7,107.9,97.0,5110,64414,1,14.0,1926,12.61,330.0
2466,3011640064,992484.0,185692.0,80.5,119.3,70.0,22925,92902,1,6.0,1937,4.05,360.9
2467,1013170001,991639.0,213099.0,65.5,158.7,79.0,31129,559755,1,27.0,1960,17.98,3161.6
2468,1008820028,988998.0,209473.0,67.5,98.1,80.0,11725,52092,1,6.0,1939,4.44,246.8
2469,1005330001,985027.0,204534.0,16.2,46.9,100.0,265237,1485916,5,17.0,1959,5.6,395.0
2470,1010090029,990386.0,217640.0,83.5,127.2,72.0,25125,418114,1,21.0,1962,16.64,2036.1
2471,1012500067,990399.0,227746.0,79.6,116.4,81.0,31475,380920,2,15.0,1926,12.1,1763.9
2472,1018930035,993118.0,232339.0,32.3,42.9,100.0,13755,145480,1,14.0,1922,10.58,949.0
2473,1008410069,988814.0,213494.0,95.6,139.0,,4943,69925,1,12.0,1907,14.15,480.5
2474,1013100012,992449.0,216170.0,65.1,190.7,9.0,3766,140559,1,36.0,1982,37.32,398.8
2475,1009060001,989311.0,208951.0,102.7,143.6,23.0,12838,170080,1,18.0,1965,13.25,1511.1
2476,1013867501,994042.0,220225.0,75.9,111.5,61.0,8380,74641,1,15.0,1928,8.91,677.5
2477,1014120001,995047.0,221374.0,89.9,126.7,,5116,55758,1,12.0,1920,10.9,389.7
2478,1011130051,988981.0,219729.0,91.0,227.8,,11850,113736,1,11.0,1924,9.6,837.6
2479,1008800084,988424.0,209251.0,80.0,213.0,,9875,114146,1,12.0,1913,11.56,848.7
2480,1013407502,992814.0,213581.0,70.1,158.1,75.0,12552,133181,1,14.0,1928,10.61,958.3
2481,1008580022,988347.0,210353.0,67.4,158.2,,14812,224449,1,16.0,1925,15.15,1471.8
2482,1008300062,987314.0,211039.0,61.7,138.3,93.0,11200,107030,1,10.0,1930,9.56,553.2
2483,1008610049,988917.0,211038.0,,,,6912,88000,1,12.0,1912,12.73,340.0
2484,1008230073,986218.0,209542.0,38.3,100.2,88.0,4592,55200,1,12.0,1907,12.02,214.9
2485,1008950045,990921.0,212274.0,85.7,199.4,65.0,24673,493860,1,40.0,1970,20.02,3646.4
2486,2042010031,1025672.0,249394.0,,,,20000,51389,1,4.0,1969,2.57,623.6
2487,1008850015,989175.0,210219.0,,,53.0,9871,52604,1,8.0,1930,5.33,489.8
2488,2041170001,1026825.0,248938.0,,,,480000,1303935,7,9.0,1954,2.72,42728.1
2489,2042220084,1028183.0,251203.0,,,,52200,140628,1,6.0,1961,2.69,
2490,2042050002,1027287.0,249884.0,,,55.0,240008,959880,7,28.0,1972,4.0,3377.1
2491,1008900024,990011.0,211297.0,157.1,260.3,36.0,5800,75512,1,12.0,1969,13.02,851.4
2492,1021490023,1003832.0,248817.0,209.1,355.6,22.0,29775,253942,1,18.0,1969,8.53,3464.3
2493,1021490030,1003972.0,249008.0,,,,72875,119550,2,7.0,1956,1.64,
2494,1021560016,1003650.0,249167.0,,,83.0,21978,105698,1,5.0,1962,4.81,870.7
2495,1021560048,1003836.0,249319.0,,,,25875,140260,1,6.0,1967,5.42,
2496,1021490076,1004016.0,249246.0,,,,17100,72187,1,8.0,1963,4.22,
2497,1021560083,1003991.0,249585.0,,,,40275,119715,1,5.0,1929,2.97,
2498,1008630053,989121.0,211513.0,88.6,143.5,70.0,7120,87550,1,19.0,1962,12.3,542.2
2499,2043400001,1020071.0,252301.0,,,84.0,10000,53424,1,6.0,1938,5.34,308.9
2500,2043450005,1021498.0,251964.0,,,75.0,15100,59772,1,6.0,1965,3.96,392.5
2501,2049990068,1024311.0,265383.0,,,56.0,21800,60968,1,6.0,1929,2.8,523.5
2502,2042980022,1022537.0,250434.0,,,61.0,42500,105000,1,7.0,1959,2.47,899.0
2503,2032630292,1013445.0,261094.0,,,66.0,23070,88056,1,6.0,1926,3.82,647.4
2504,1014537501,996732.0,220909.0,91.8,218.6,2.0,5712,62546,1,18.0,2006,10.95,401.9
2505,1009210019,988910.0,205935.0,79.6,126.2,,15487,197904,1,17.0,1965,12.78,942.7
2506,1013680036,994792.0,215281.0,86.3,120.8,16.0,10050,103000,1,15.0,1926,10.25,758.6
2507,5027050225,927510.0,152987.0,,,,1352515,176400,4,1.0,1997,0.13,12587.9
2508,1006970047,983057.0,212517.0,64.2,99.6,,22219,218019,1,10.0,1910,9.81,1201.0
2509,1008440001,986424.0,207887.0,93.3,224.8,68.0,7990,103022,1,13.0,1901,12.89,761.4
2510,1008880001,989378.0,211018.0,67.2,183.8,76.0,45425,922184,1,18.0,1926,20.3,5508.4
2511,1015447501,997569.0,221384.0,97.3,192.3,15.0,22538,177061,1,18.0,1998,7.86,1104.2
2512,1012050029,993327.0,226664.0,,,,12085,109769,1,12.0,1911,9.08,1727.0
2513,2032530012,1010838.0,256411.0,156.6,324.4,16.0,21100,87600,1,8.0,1975,4.15,932.4
2514,1015697503,998834.0,223133.0,110.7,204.0,6.0,9682,103375,1,23.0,1999,10.68,754.6
2515,1012907501,991788.0,216357.0,145.8,323.5,,8636,112387,1,41.0,2003,13.01,1122.8
2516,1001480015,982312.0,200527.0,65.4,166.9,84.0,43492,702815,1,18.0,1929,16.16,3975.2
2517,1012400052,991521.0,228087.0,47.4,122.8,65.0,11325,129000,2,20.0,2005,11.39,585.5
2518,4014470001,1017274.0,213961.0,,,,23000,104476,1,6.0,1937,4.54,435.3
2519,1014297502,996014.0,219996.0,119.6,259.7,5.0,12767,217806,2,30.0,2007,17.06,2101.0
2520,1006400021,981904.0,207871.0,77.5,127.7,49.0,12377,76549,1,11.0,2003,6.18,355.6
2521,1005220012,985472.0,203828.0,,,79.0,9817,131743,1,12.0,1900,13.42,669.5
2522,1014380049,,,95.7,168.9,3.0,6302,0,0,0.0,0,0.0,624.5
2523,1006187501,983890.0,208473.0,88.1,167.0,36.0,12483,124667,1,15.0,1987,9.99,626.1
2524,1010747501,985417.0,217083.0,,,,12552,130400,1,11.0,1930,10.39,795.7
2525,1002207503,982130.0,202374.0,81.4,167.9,4.0,9154,61717,1,7.0,1900,6.74,354.9
2526,1008987501,988780.0,206943.0,53.3,122.7,75.0,21432,201146,1,10.0,1950,9.39,785.9
2527,2057790820,1010638.0,262858.0,69.0,88.9,86.0,38575,186480,1,6.0,1951,4.83,995.8
2528,1000167512,980015.0,199767.0,,,4.0,79338,628200,1,14.0,1988,7.92,5288.7
2529,1015787501,998918.0,220664.0,82.2,174.8,6.0,4333,98881,1,40.0,1988,22.82,594.2
2530,3000367501,986745.0,195414.0,71.8,132.8,25.0,14950,157694,1,11.0,1910,10.55,798.0
2531,1014530021,997106.0,220582.0,65.4,117.0,68.0,7071,54698,1,19.0,1986,7.74,230.8
2532,1005560065,987351.0,205825.0,95.1,266.6,,7742,54328,1,4.0,1900,7.02,425.0
2533,4014320034,1016781.0,214099.0,58.5,80.9,96.0,11500,50900,1,6.0,1954,4.43,246.4
2534,1015320016,997469.0,222876.0,70.1,115.2,58.0,9440,104440,1,18.0,1989,11.06,589.6
2535,1008380072,988333.0,212878.0,,,100.0,4345,54725,1,13.0,1924,12.59,181.7
2536,1006260012,982619.0,208311.0,,,68.0,16682,262297,1,19.0,1963,15.72,1536.0
2537,1008910003,989730.0,211780.0,63.6,118.7,,13579,153693,1,18.0,1955,11.32,733.7
2538,1018880031,991743.0,229801.0,79.8,109.1,80.0,12000,96318,1,8.0,1920,8.03,364.7
2539,1012430028,992189.0,228491.0,83.6,135.4,41.0,11475,56778,1,6.0,1948,4.95,324.2
2540,3025570024,995824.0,205253.0,48.7,89.0,,30825,113700,2,6.0,1931,3.69,515.7
2541,1015427501,996923.0,221024.0,107.1,173.8,34.0,28401,425743,1,36.0,1974,14.99,2609.6
2542,5012720011,937004.0,172165.0,99.5,162.3,25.0,400000,526554,52,13.0,1974,1.32,3267.0
2543,1010207502,988582.0,216234.0,85.3,223.8,13.0,12550,160008,1,25.0,2005,12.75,1509.3
2544,1011427502,989339.0,222414.0,71.9,132.4,38.0,12778,149314,1,21.0,1989,11.69,995.0
2545,1010197501,988500.0,216046.0,219.1,522.6,1.0,13899,233285,1,25.0,1990,16.78,4026.7
2546,1011990055,992136.0,225603.0,15.7,44.8,100.0,7662,92065,1,20.0,1931,12.02,115.0
2547,1014220021,995105.0,218378.0,81.0,139.6,28.0,24268,348130,1,31.0,1973,14.35,2082.9
2548,1008660035,989588.0,212058.0,21.9,63.6,100.0,12050,153398,1,19.0,1950,12.73,256.1
2549,1013090050,992596.0,215909.0,21.7,63.9,,21950,204269,1,15.0,1957,9.31,397.5
2550,1011990045,992337.0,225492.0,13.4,39.0,100.0,9604,103112,1,16.0,1929,10.74,120.5
2551,1012000015,992377.0,225696.0,13.6,40.2,100.0,11884,126045,1,16.0,1926,10.61,148.5
2552,1012160051,991435.0,225989.0,15.3,43.4,100.0,8546,96546,1,17.0,1929,11.3,124.0
2553,1011190029,990104.0,220825.0,75.1,110.5,61.0,15058,182048,1,16.0,1929,12.09,1119.0
2554,1011980029,992424.0,225037.0,71.0,111.4,51.0,17550,253749,1,20.0,1931,14.46,1311.6
2555,1012030033,993137.0,226290.0,17.1,49.2,100.0,10071,145476,1,19.0,1941,14.45,197.4
2556,1011950014,991715.0,224506.0,13.0,37.6,100.0,10217,109896,1,16.0,1927,10.76,126.1
2557,1012170025,991790.0,226011.0,17.1,48.4,100.0,8057,83837,1,20.0,1931,10.41,140.5
2558,1014230010,995109.0,218674.0,93.0,143.6,29.0,80333,938324,1,32.0,1916,11.68,6103.5
2559,2039840001,1027489.0,245619.0,79.7,138.9,34.0,12400,55272,1,6.0,1928,4.46,375.3
2560,1014250005,995179.0,219230.0,68.3,122.2,41.0,43000,488474,1,35.0,1975,11.36,2461.9
2561,1015820031,999335.0,221614.0,17.9,51.9,,7662,74396,1,15.0,1929,9.71,109.1
2562,1013900067,993965.0,221522.0,82.0,117.1,47.0,15325,188810,1,19.0,1949,12.32,1494.6
2563,1015170001,996509.0,224003.0,67.9,107.5,63.0,16001,127395,1,15.0,1926,7.96,874.6
2564,1009150046,990705.0,210976.0,78.9,111.2,57.0,10077,50796,1,6.0,1942,5.04,384.3
2565,1021420090,1000759.0,247044.0,94.7,132.4,89.0,15741,72294,1,6.0,1918,4.59,493.2
2566,1005410001,984392.0,205434.0,0.0,0.0,,41835,202521,1,5.0,1950,4.84,0.0
2567,1014130045,995787.0,221420.0,116.1,151.0,30.0,4470,51988,1,15.0,1927,11.63,518.9
2568,1005417501,984574.0,205254.0,16.1,50.0,,21950,141811,1,10.0,2002,6.46,224.0
2569,3021207501,992268.0,189322.0,82.6,181.7,32.0,17800,62097,1,12.0,2003,3.49,325.5
2570,1012040029,993192.0,226499.0,67.0,104.2,,39765,608532,1,29.0,1930,15.3,2672.4
2571,1013360015,992572.0,212526.0,101.9,148.8,,21725,149000,1,10.0,1928,6.86,1203.6
2572,1005760025,985471.0,207279.0,64.5,112.0,65.0,29110,235875,2,13.0,1961,8.1,1113.2
2573,1005560044,987104.0,206092.0,81.7,144.5,,17567,156650,1,13.0,1921,8.92,927.8
2574,1005730043,985273.0,206418.0,95.7,139.7,,21248,269119,1,21.0,1926,12.67,2174.2
2575,1009037501,988983.0,208197.0,49.4,107.5,,18044,94593,1,7.0,1920,5.24,371.8
2576,1010110045,990452.0,218333.0,63.4,96.3,,7675,90425,1,16.0,1925,11.78,381.7
2577,1005460010,985448.0,205123.0,49.3,154.8,,8779,69800,1,8.0,1910,7.95,423.8
2578,1012630041,990177.0,215193.0,123.5,291.6,32.0,7052,70135,1,11.0,1911,9.95,830.5
2579,1011517503,987187.0,220391.0,79.5,170.6,25.0,43072,294332,1,33.0,2007,6.83,1452.3
2580,1011700012,989827.0,224661.0,69.5,95.5,92.0,20225,202586,2,13.0,1905,10.02,1207.8
2581,1012370017,991368.0,227211.0,75.7,118.5,,36255,313563,1,12.0,1920,8.65,1781.2
2582,4050200001,1032481.0,216573.0,97.5,144.6,,75464,276203,1,6.0,1965,3.66,1250.0
2583,1014060017,994574.0,219842.0,52.8,81.7,,15121,208800,1,22.0,1959,13.81,843.5
2584,1009157501,990670.0,210879.0,59.8,146.6,32.0,15800,206121,1,22.0,2007,13.05,998.6
2585,1017600001,1001907.0,235629.0,108.0,153.3,,248323,716400,5,13.0,1947,2.88,4861.7
2586,1017600101,1002194.0,235313.0,145.1,207.2,16.0,81025,232414,2,13.0,1946,2.87,2097.9
2587,1012130009,990953.0,225221.0,4.0,12.5,100.0,10525,77188,1,9.0,1929,7.33,25.4
2588,1007870040,987101.0,213799.0,81.1,194.3,64.0,36260,606078,1,17.0,1921,16.71,4376.4
2589,1013990033,994114.0,218034.0,109.2,173.4,13.0,20083,246320,1,31.0,1968,12.27,1747.1
2590,1014920015,994819.0,222474.0,69.9,101.9,77.0,9464,104209,1,16.0,1938,11.01,497.5
2591,1013210034,992420.0,213919.0,91.0,136.4,48.0,9372,68564,1,10.0,1928,7.32,530.0
2592,1010040029,989643.0,216590.0,109.4,261.2,65.0,80333,1613847,1,39.0,1961,20.09,14450.6
2593,1008110056,987343.0,213134.0,86.2,152.9,77.0,7313,101203,1,16.0,1922,13.84,578.6
2594,1022390031,1005011.0,255365.0,122.5,159.8,49.0,15000,61302,1,6.0,1928,4.09,566.9
2595,1021710001,1003483.0,252280.0,126.1,161.9,,20150,121800,1,7.0,1942,6.04,1093.5
2596,1021610033,1004292.0,251432.0,156.5,210.9,,17200,67045,1,5.0,1925,3.9,793.0
2597,1021370157,1000009.0,245071.0,116.5,150.0,,16800,123937,1,10.0,1925,7.38,1089.4
2598,1011430015,989630.0,222548.0,71.9,105.4,78.0,10200,75144,1,10.0,1923,7.37,416.2
2599,1010060063,989440.0,217358.0,82.7,114.6,70.0,10041,98616,1,12.0,1911,9.82,614.8
2600,2028380012,1008586.0,246946.0,152.7,196.4,13.0,15275,73050,1,6.0,1938,4.78,840.4
